name,neighborhood,search_zone,lat,lng,est_start_year
STAR Hotel - Quiet Stay Near Tirana,Mezez,Kashar,41.37151443952119,19.777413420323946,2025
Vata Apartments,Kashar,Kashar,41.37213119799006,19.797007888555527,2025
Park Hotel Six-person room,Kashar,Kashar,41.366483833227285,19.78683501474493,2025
Villa Star,Kashar,Kashar,41.35948843679689,19.775023160754344,2025
Luca apartament,Kashar,Kashar,41.37849,19.78422,2025
Vila Nikollaj,Kashar,Kashar,41.36252532415542,19.77802287787199,2025
Modern apartment overlooking the city of Tirana,Mezez,Kashar,41.36348,19.77154,2025
Privat house in Tirana,Kashar,Kashar,41.3608,19.78064,2025
luxury apartament,Mezez,Kashar,41.36379,19.77202,2025
Cozy Apartments in Tirana,Kashar,Kashar,41.3582595,19.7789639,2025
Lusha Home,Kashar,Kashar,41.37972511972424,19.78252312168479,2025
Noemi's Home,Kashar,Kashar,41.35317700472492,19.772057980299,2025
Hotel Sejlor,Kashar,Kashar,41.37417,19.7985102,2025
Apartment / Flat for rent,Kashar,Kashar,41.35476074911978,19.78125426918268,2025
Beatiful Apartment for daily rent.,Mezez,Kashar,41.36465,19.77055,2025
Diamond Hill B&B,Kashar,Kashar,41.35187,19.79144,2025
★ Stunning Mountain view ★ | Near to the airport,Kashar,Kashar,41.37594,19.78429,2023
House with courtyard parking and garden,Kashar,Kashar,41.35265695159822,19.784033274415368,2025
★ Stunning Mountain View ★ | Balcony + Parking,Kashar,Kashar,41.37845,19.78475,2025
Helia’s Luxury Apartment - New Boulevard,Selvia,Fresku,41.34564768950422,19.81046587228775,2024
Cozy & Stylish Apartment,Laprake,Fresku,41.345120631314856,19.82279598712921,2025
Shehu Apartment 1,Selvia,Fresku,41.345770935689,19.80995870288804,2025
Eden Appartament,Laprake,Fresku,41.34556665386449,19.824713431298733,2025
Blerta Apartment,Fresku,Fresku,41.34941550850856,19.82232797409768,2025
Cozy and comfy apartment.,Selvia,Fresku,41.34503805354071,19.80960488319397,2025
Vog Villa,Fresku,Fresku,41.35465731533013,19.819974283605973,2025
Quiet one bedroom apartament,Laprake,Fresku,41.34865721749687,19.82826513658937,2025
Oen Living Apartment,Selvia,Fresku,41.34499981022937,19.80972725898028,2025
Lovely appart.gj-m.1-4,Laprake,Fresku,41.3451489,19.8269119,2025
Meli Deluxe Apartment 5,Laprake,Fresku,41.34924521002683,19.829914573294065,2025
Lovely appartament 1-D,Fresku,Fresku,41.34603859877733,19.818115197122097,2025
Deni's Family Apartment New BLVD,Fresku,Fresku,41.34613,19.81785,2025
Lovely appartament 1-3,Fresku,Fresku,41.34589890343954,19.818180240690708,2025
Shehu Apartment 2,Selvia,Fresku,41.34542175437958,19.81218705084823,2025
Sakura Center Apartment,Selvia,Fresku,41.34616,19.81406,2025
Meli Deluxe Apartment 2,Laprake,Fresku,41.34934343341448,19.828942444531624,2025
Calming and modern apartment,Fresku,Fresku,41.35488460111425,19.82349269092083,2025
Saranda Room,Selvia,Fresku,41.34581782129474,19.81014698836608,2025
Meli Deluxe Apartment 1,Laprake,Fresku,41.34960585045854,19.82844133135565,2025
Meli Deluxe Apartment 6,Laprake,Fresku,41.34934185916289,19.82990384445801,2025
Lovely appartament C,Fresku,Fresku,41.34606653780891,19.818224161863327,2025
Meli Deluxe Apartment 4,Laprake,Fresku,41.34924768962025,19.829918028513536,2025
Deni's Family Apartment,Fresku,Fresku,41.345878380456746,19.817368365606708,2025
Brand new condo for rent,Laprake,Fresku,41.34914,19.82267,2025
Lovely appartament D,Fresku,Fresku,41.34594672710244,19.81798510998487,2025
Apartament,Fresku,Fresku,41.35002092250912,19.82271753251553,2025
"Luxurious, Relaxing, Quiet Villa",Laprake,Fresku,41.35832842277665,19.828103708858933,2025
apartament kacupi,Fresku,Fresku,41.34591,19.8177,2025
Lovely appartament 1-B,Fresku,Fresku,41.34608214338892,19.81822952628136,2025
Dori Ani,Fresku,Fresku,41.35806888551019,19.82111692428589,2025
Apartment 1+1 near the area 5Maj,Fresku,Fresku,41.35048,19.82275,2025
Nice appartament A-1,Fresku,Fresku,41.34594597199224,19.8182962462306,2025
"lovely appart.g-s,1-8",Laprake,Fresku,41.3451489,19.8269119,2025
πολιτελι βίλα μόνο 5κμ από το κέντρο τον Τριανόν,Laprake,Fresku,41.3566,19.82976,2025
Apartament for Rent,Fresku,Fresku,41.35059,19.82236,2025
"Modern Home with BBQ, Yard & Parking",Fresku,Fresku,41.35790299803335,19.82066565221056,2025
Family apartment up to 6 people,Fresku,Fresku,41.35101985289108,19.82285868376493,2025
Dianahome2,Laprake,Fresku,41.3501884,19.8266665,2025
NAKO Apartment New Boulevard TR,Selvia,Fresku,41.34557275450034,19.810640373541275,2025
"lovely appartament g,s1-3",Laprake,Fresku,41.3451489,19.8269119,2025
Meli Deluxe Apartment 7,Laprake,Fresku,41.34924118297637,19.829995039564512,2025
Meli Deluxe Apartment 3,Laprake,Fresku,41.35084389713155,19.828781074839704,2025
Nice appartament B-1,Fresku,Fresku,41.3459813,19.8183809,2025
Modern calm apartment with garden & open view,Sauk,Sauk,41.29876,19.87379,2025
Enjoy this space away from the noise.,Ali Demi,Sauk,41.31599,19.87088,2025
Private house lakefront,Sauk,Sauk,41.3068,19.86785,2025
Cozy home in city center,Center,Center,41.33232814298408,19.829066321253777,2020
Scandinavian Apartment Near Center & Free Parking,Myslym Shyri,Center,41.331139588620445,19.828143306076527,2018
Cozy White Studio 2 / near New Bazaar,Bulevardi,Center,41.33283341970698,19.82875920832157,2021
Sunny and quiet apartment • Free Private Parking,Bulevardi,Center,41.33782156303917,19.826189004229736,2023
"ApHEARTments 3, City Center, free parking",Myslym Shyri,Center,41.33249,19.82293,2022
Deluxe Room 28 Blloku Area,Blloku,Center,41.32048,19.81763,2021
"ApHEARTments 2, City Center, Free Parking",Myslym Shyri,Center,41.33463,19.82375,2022
Skyline 3 | City Center Blloku | Unique View,Blloku,Center,41.32085,19.81936,2025
Jona lovely apartm city center! Dedicated parking,Myslym Shyri,Center,41.32928,19.8274,2024
"1BR City Gem: Balcony, A/C & Secure Parking",Myslym Shyri,Center,41.33323,19.82289,2019
20°Bs *New Bazaar,Myslym Shyri,Center,41.32870175294938,19.824889115989208,2025
Violet Skander Plaza,Pazari i Ri,Center,41.33075438722658,19.821327018524176,2023
Bazaar|Center Tirana View Apartment|Self Check In,Myslym Shyri,Center,41.332091485959765,19.823638200759888,2025
Central Old Town Tirana apt! 1m/walk from Blvd.,Blloku,Center,41.32366,19.81599,2019
Tirana City Center New Bazaar Essil Flat + Parking,Myslym Shyri,Center,41.33086315269609,19.82540845870972,2025
"Lovely Apartment in ""Blloku""",Blloku,Center,41.32421,19.81776,2019
"Ethos Tirana, Mediterranean vibe near Pazari I Ri.",Bulevardi,Center,41.33505,19.82916,2018
"Ethos Tirana Apt.
Luxury in the heart of Tirana.",Bulevardi,Center,41.33477,19.82971,2018
"""Piazza"" City Center Top Apartment",Blloku,Center,41.33018586987061,19.816765160188293,2024
At Bazaar,Myslym Shyri,Center,41.32994993097543,19.82562130583704,2025
2.Entire Flat City Center-With great Balcony View,Blloku,Center,41.32186,19.81977,2018
"""Pazari i Ri""- at Farmers' Market: 2 beds/2 bath",Myslym Shyri,Center,41.32985,19.82483,2020
Central Superior B @ Enjoy Albania Apartments,Pazari i Ri,Center,41.332966,19.820515,2018
Apartment in Tirana after U.S. Embassy,Pazari i Ri,Center,41.32074818689113,19.828306673016343,2022
The Skyview Penthouse Tirana - Free Parking,Myslym Shyri,Center,41.325361418617895,19.829520904893503,2021
Skanderbeg Green Veranda @Enjoy Albania Apartments,Pazari i Ri,Center,41.328972026956,19.821998270237067,2021
Stay with Evisa - City Center 1,Myslym Shyri,Center,41.33388301379348,19.82031872713561,2025
Luxurious Apartment w/ Parking - Next to the Lake,Shkoza,Shkoza,41.30391153798458,19.818258360028267,2025
Modern Lakefront Apartment,Shkoza,Shkoza,41.30694871719345,19.81349542737007,2025
Lakeside Bliss,Shkoza,Shkoza,41.30959175268907,19.81249264246251,2025
Tranquil Lake Oasis Tirana Balcony Beauty,Shkoza,Shkoza,41.30212887190588,19.81636938902437,2025
Lake New Studio,Kombinat,Shkoza,41.31309870100336,19.8060891777277,2025
Alle's Tirana modern apartment,Shkoza,Shkoza,41.31404003900258,19.8077642172575,2025
One bedroom apartment.,Shkoza,Shkoza,41.30299248555798,19.817799314016742,2025
2BR/2BTh luxury apartment at Lake View Residential,Shkoza,Shkoza,41.31054038114681,19.81159562062379,2025
Stylish Apt.1+1. Near Lake & Center @BonzoHomes,Kombinat,Shkoza,41.31301,19.806006,2025
Modern 2BR Hideout | Quiet Villa + Parking,Kombinat,Shkoza,41.3121763,19.8016968,2025
"Eco, Jona’s Airbnb",Shkoza,Shkoza,41.30826899700976,19.810091458642628,2025
Prestige Lake View Apartment Tirana,Shkoza,Shkoza,41.30452358952488,19.81455589725885,2025
Premium 1 Bedroom Escape | Quiet Stay + Parking,Kombinat,Shkoza,41.31192968384698,19.80300564318896,2025
Economic 2 Bedroom Apartment near Kristal Center,Kombinat,Shkoza,41.31343439298243,19.800955429673195,2025
Liqeni Parku Olimpik Apartament,Shkoza,Shkoza,41.31326557098324,19.80722298836157,2025
Lake View Tirana Apartment,Shkoza,Shkoza,41.3107286,19.8112296,2025
Cozy Apartment with Lake View,Shkoza,Shkoza,41.30763,19.81097,2025
Erga Apartment Tirane,Shkoza,Shkoza,41.30638179094253,19.81333952397108,2025
Sue' apartment 2,Kombinat,Shkoza,41.31278429899101,19.804399309014897,2024
Panoramic Terrace Studio Overlooking Tirana,Shkoza,Shkoza,41.2995575,19.819420374868777,2025
Stylish Flat with Great Location,Kombinat,Shkoza,41.31355803932516,19.80281788855791,2025
Spacious 1 BR Premium Apartment with Free Parking,Kombinat,Shkoza,41.3120666951358,19.802990555763245,2025
Aldo Apartment,Kombinat,Shkoza,41.31297379278755,19.804943178295908,2025
"Fabulous  1 -Bedroom  Apt in Tirana - ""Your Home""",Kombinat,Shkoza,41.31274032592773,19.804981231689453,2022
The Pebble Couch Apartment,Kombinat,Shkoza,41.31381893172296,19.803316108882427,2025
"Stay Inn Lake View D, Tirana, Albania",Shkoza,Shkoza,41.31081,19.81127,2025
Urban Gem Apt - Tirana,Shkoza,Shkoza,41.30678553078866,19.81224097997311,2025
Luxury Lake View Apartment • Private Jacuzzi,Shkoza,Shkoza,41.31172196716435,19.81140755517824,2025
Siel Apartment,Kombinat,Shkoza,41.30659385116454,19.79880709592525,2025
"MB luxury apartments

High-speed Wi-Fi (500 Mbps)",Shkoza,Shkoza,41.30706,19.80905,2025
Bougainvillea luxury Apartment,Shkoza,Shkoza,41.30543,19.81231,2024
7 Floor Luxury Apartment Tirana,Kombinat,Shkoza,41.31419103279565,19.80475777459108,2025
Welcome to our apartment “Eliz oasis”,Shkoza,Shkoza,41.30578,19.81304,2025
Stunning views of Lake Tirana.,Shkoza,Shkoza,41.31054281437438,19.811102226376534,2025
New Born Luxury Apartments near Tirana,Shkoza,Shkoza,41.31431,19.81529,2025
8th Floor Luxury Apartament Tirana,Kombinat,Shkoza,41.3142896694726,19.805851342852783,2025
LakeSide Dream,Shkoza,Shkoza,41.31081834045726,19.81179725378752,2025
Lake View Apartment,Shkoza,Shkoza,41.310679954990256,19.81155075437012,2025
Lake View Apartment Tirana,Shkoza,Shkoza,41.30454723070031,19.812297485768795,2025
Luxury Position!,Shkoza,Shkoza,41.30543,19.81535,2019
Joel Apartment,Shkoza,Shkoza,41.311304136353726,19.81063887476921,2025
Lake View Apartment,Shkoza,Shkoza,41.30321,19.81453,2025
Royal Apartments Tirana,Shkoza,Shkoza,41.3076644,19.811016,2024
Haris Terrace Apartments No.4,Kombinat,Shkoza,41.31248,19.80315,2025
Lucky Apartment,Kombinat,Shkoza,41.31495868416106,19.80765856560671,2025
Deluxe Suite,Shkoza,Shkoza,41.31343,19.81464,2025
Komuna e Parisit Nest 4 - Tirana,Shkoza,Shkoza,41.31497913807802,19.80819608303224,2025
Haris Terrace Apartment No.1,Kombinat,Shkoza,41.31197,19.80223,2025
MP Rooftop Apartment City View,Ali Demi,Ali Demi,41.32850636087423,19.878664053976536,2025
Farka Lake Luxury Villa,Ali Demi,Ali Demi,41.32507690899751,19.870238111821457,2025
MP Studio Apartment Lake View,Ali Demi,Ali Demi,41.32932769784285,19.877895732388986,2025
MP Scandinavian Style Room,Ali Demi,Ali Demi,41.32858012950922,19.878624826669693,2025
Lakeside Premium - Ruby Stay,Ali Demi,Ali Demi,41.326702938821406,19.86514588346627,2025
Lakeside Premium - Nature Stay,Ali Demi,Ali Demi,41.32671,19.86517,2025
Relux Rezidenc Tirane,Astir,Ali Demi,41.33455840474611,19.86041832715273,2025
Vila Guçi,Ali Demi,Ali Demi,41.33104544921822,19.87623500000001,2025
A house where you find relax at Villa Nikol.,Ali Demi,Ali Demi,41.32800045411207,19.878934235543813,2025
MP Studio Apartment Lake View 2,Ali Demi,Ali Demi,41.32842724425038,19.878701604902744,2025
MP Apartment Dajti View,Ali Demi,Ali Demi,41.32895,19.87836,2025
Two bedroom flat near the center of Tirana,Don Bosko,Ali Demi,41.32199,19.8574,2025
Luxurious Villa with 4 bedrooms & big living room,Ali Demi,Ali Demi,41.331226957408006,19.876299169619752,2025
Lake house,Ali Demi,Ali Demi,41.32025608461476,19.858439527451992,2025
Lakeside Premium - Amber Stay,Ali Demi,Ali Demi,41.32765,19.86602,2025
Lake Access | Premium Emerald Stay • 5 Min Walk,Ali Demi,Ali Demi,41.32671,19.86517,2025
Lakeside Premium - Mocha Stay,Ali Demi,Ali Demi,41.32671,19.86517,2025
Lakeside Premium - Amethyst Stay,Ali Demi,Ali Demi,41.32671,19.86516,2025
Cozy Apartments 4/1,Ali Demi,Ali Demi,41.33095630387068,19.87351387739181,2025
MP Rooftop Apartment Dajti View,Ali Demi,Ali Demi,41.32887,19.87909,2025
Tirana Gem: Spacious and Modern,Kodra,Kodra,41.35173,19.84871,2024
Bright guest suit 15 min by bus to center,Kodra,Kodra,41.35644,19.84788,2025
Tirana Heights Apartment,Astir,Kodra,41.35045708031859,19.85917747020721,2025
Medo Villa,Kodra,Kodra,41.3589726055457,19.846365805034665,2025
Green Oasis-Cozy Private House with Balcony & View,Astir,Kodra,41.350271567650445,19.857429616671748,2025
Cozy apartment authentic feel,Liqeni,Kodra,41.34591,19.84579,2025
Cozy Apartments Tirana,Liqeni,Kodra,41.34552702074003,19.839198538160208,2025
Casa di Bruno Tirana,Kodra,Kodra,41.35485,19.84911,2025
"Class Apartment 
104",Astir,Kodra,41.345993424071416,19.84981260037504,2025
Holiday apartaments in Tirana 1+1  apart 103,Liqeni,Kodra,41.34521,19.8402,2025
Your home away from home,Liqeni,Kodra,41.34817295435892,19.841964618385333,2025
Amansar Deluxe Room,Liqeni,Kodra,41.34849,19.8424,2025
Double Room,Astir,Kodra,41.34501,19.85544,2025
Xhemi Apartament,Astir,Kodra,41.3478445430537,19.85714972019196,2025
Modern City Stay,Liqeni,Kodra,41.34561355491167,19.844283599808705,2025
Apartament familjar . Një apartament ne Tirane,Astir,Kodra,41.34604,19.8593,2025
Sunrise mountain view,Kodra,Kodra,41.35895877675651,19.84849752944212,2025
Cozy King Retreat,Liqeni,Kodra,41.34959,19.84109,2025
Sunrise joy 2 bedroom apartment  WI FI TV,Kodra,Kodra,41.35256,19.84533,2025
Modern Studio +  Balcony | Free Parking,Liqeni,Kodra,41.34589,19.84569,2022
Villa Kamila,Kodra,Kodra,41.3566521984421,19.85841437303423,2025
Blloku Sunrise View @ Enjoy Albania Apartments,Blloku,Full Tirana,41.318378369786856,19.81828429472046,2023
East Loft Tirana,Selvia,Full Tirana,41.33018995041216,19.80916801840067,2023
Parkside Design Studio – Lake & Arena,Pazari i Ri,Full Tirana,41.31783847452487,19.827289693057537,2025
Luxury Boutique Apartment |View of Catholic Church,Blloku,Full Tirana,41.327326308048654,19.809207245707512,2024
Blloku Luxury A @ Enjoy Albania Apartments,Blloku,Full Tirana,41.319054,19.814248,2018
"Cozy & Modern Apartment, Tirana, Albania",Selvia,Full Tirana,41.33767044069612,19.805674105882645,2019
Mela’s duplex with a lovely terrace,Blloku,Full Tirana,41.319077,19.814535,2020
Lovely apartment with all you need to feel at home,Blloku,Full Tirana,41.317341,19.812593,2022
Cozy duplex near blloku area,Shkoza,Full Tirana,41.31600954278705,19.813621037295533,2018
"Skyline 18 City View Apartment, Balcony & Parking",Blloku,Full Tirana,41.32678147169237,19.805318377912045,2025
City Center Blloku  mondern Apartment 01,Blloku,Full Tirana,41.31941,19.8152,2022
Deluxe apartment 21 Blloku Area,Blloku,Full Tirana,41.31859,19.81776,2023
Lovely Apartment in Tirana,Kombinat,Full Tirana,41.32529,19.80118,2022
Central Arena Apartment,Pazari i Ri,Full Tirana,41.31804,19.82492,2018
Inntown 6/A - City Center Studio Apartment,Blloku,Full Tirana,41.32569,19.80878,2018
New Gaia Apartments-Willson Square Tirana,Blloku,Full Tirana,41.31769167565188,19.814111664891243,2024
Mimosa House,Blloku,Full Tirana,41.31894340921548,19.816147384278224,2018
Harmonia 3 -Blloku Area- Netflix,Blloku,Full Tirana,41.31668113926344,19.81410127133131,2025
Blloku Urban Pop @ Enjoy Albania Apartments,Blloku,Full Tirana,41.31709261033695,19.81593398954925,2025
Deluxe Room 05 Blloku Area,Blloku,Full Tirana,41.3188,19.81592,2018
"The Wilson @Square, Bllok Area",Blloku,Full Tirana,41.31837,19.81513,2018
Inntown 6/B - City Center Apartment,Blloku,Full Tirana,41.32619,19.80847,2018
Anna's Blloku Apartment 1,Blloku,Full Tirana,41.3179939,19.8134251767,2021
Where luxury meets comfort #3,Blloku,Full Tirana,41.31674886356308,19.81408484280109,2025
Sia's Apartment,Blloku,Full Tirana,41.32701145123195,19.80989257777101,2022
Anna's Blloku Apartment 2,Blloku,Full Tirana,41.3179939,19.8134251767,2021
